,target,candidate,rouge1,rouge2,rougeL,rougeLs,chrf
11,"[""A review aimed at modernising Alderney's financial relationship with Guernsey is due to take a year.""]",['Guernsey is to start a review of its finances in the wake of a large population drop.'],0.35294117647058826,0.125,0.23529411764705882,0.23529411764705882,33.200699985392475
12,"['Across the African continent, internet penetration is low, computers are often too expensive to purchase, and online business transactions can be logistically complicated to execute.']","['Mobile e-commerce is not a thing in Africa, says business development manager Susan Hansford.']",0.1,0.0,0.1,0.1,16.4956783174404
13,['A West Yorkshire care home which built its own sealed visiting booth said it has been inundated with messages from other homes asking how it was done.'],['A care home in Yorkshire has unveiled a portable palliative care pod for its residents.'],0.2857142857142857,0.05,0.19047619047619047,0.19047619047619047,21.3252570614984
14,['A white tailed sea eagle chick that swallowed two fish hooks and became wrapped up in the lines attached to them has been saved by the SSPCA.'],['A chick that was hooked to hooks has been released from a loch in Lochaber.'],0.38095238095238093,0.1,0.2857142857142857,0.2857142857142857,21.708398352684362
15,"['A law company set up by three councils to save money has warned of ""uncertainties"" that could threaten its future after posting a £1.2m loss.']",['A law firm has reported a fall in its revenue and losses for the first time in its history.'],0.2222222222222222,0.046511627906976744,0.17777777777777778,0.17777777777777778,17.180363705205163
16,"['When police learned a suspected lion was on the loose in an Essex village, they brought in helicopters with thermal imaging kit and experts from a nearby zoo.']",['A man has been found dead in Essex following a search for a big cat.'],0.18604651162790697,0.0,0.18604651162790697,0.18604651162790697,12.90935363830567
17,['A probation officer who had been monitoring a serial offender when he went on to murder a teenager told an inquest she did the best she could under the heavy workload.'],['A probation officer has broken down and said she felt let down by her employer when she investigated a man who had been drinking too much.'],0.3508771929824561,0.14545454545454545,0.21052631578947367,0.21052631578947367,33.775545731116345
18,"['After Prime Minister David Cameron announced the return of the British Empire Medal (BEM), we tell the stories of some of the local heroes who were honoured the first time round.']",['A family of a man who died in World War II has welcomed the reintroduction of the BEM.'],0.24489795918367346,0.0425531914893617,0.16326530612244897,0.16326530612244897,16.262048260829758
19,"['The death of Simegnew Bekele, the project manager of the multi-billion-dollar Grand Ethiopian Renaissance Dam, has been met by an outpouring of grief in Ethiopia.']","['The Grand Ethiopian Renaissance Dam - dubbed Ethiopia\'s ""Greatest Dam"" - is set to be completed on Sunday.']",0.27272727272727276,0.14285714285714285,0.27272727272727276,0.27272727272727276,32.05639890981347
20,"[""A court in the United States has sentenced a Singapore national for conspiring to provide material support to Sri Lanka's Tamil Tigers.""]",['A Sri Lankan man accused of helping the Tamil Tigers (LTTE) illegally export weapons has been sentenced to 37 months in prison.'],0.4,0.046511627906976744,0.22222222222222224,0.22222222222222224,33.19312315599888
21,['Forecasters have extended warnings for thunderstorms across the whole of Wales until Monday evening.'],['A severe thunderstorm warning is in place for Wales for the rest of the week.'],0.2758620689655172,0.0,0.20689655172413796,0.20689655172413796,34.09895783663081
22,['Scientists have obtained remarkable new insights into the asteroid impact that wiped out the dinosaurs.'],['A new study of the impact of the Chicxulub Crater will be carried out by a team of scientists in Germany.'],0.3333333333333333,0.0,0.2222222222222222,0.2222222222222222,27.580692127213247
23,"[""It is a humiliating day for Co-op Group, or at least its previous management, because there is confirmation in today's rescue deal for Co-op Bank that the value of the bank has collapsed to nothing.""]","['If Bank of England rescue Co-op Bank fails, it will be a big fat zilch.']",0.2962962962962963,0.07692307692307693,0.14814814814814814,0.14814814814814814,13.081692107989282
24,"[""Benedict Cumberbatch, Dame Helen Mirren and Dame Maggie Smith will be among the British stars on the red carpet at this year's London Film Festival.""]",['The London Film Festival has announced its official competition line-up.'],0.21621621621621623,0.11428571428571428,0.21621621621621623,0.21621621621621623,22.087270256590624
25,['The taxpayer is owed more than £50m as a result of the collapse of ship building firm Ferguson Marine.'],['The finances of a Scottish shipyard that went into administration in the wake of its collapse have been revealed by Deloitte.'],0.3,0.0,0.2,0.2,24.045752723469487
26,"['Aboriginal Australian actor ""Uncle"" Jack Charles says he has been refused taxi rides two times in three days.']",['Australian actor David Charles has said he has been repeatedly refused a taxi in two separate incidents.'],0.5714285714285715,0.1818181818181818,0.5142857142857143,0.5142857142857143,45.085792292918825
27,"[""A photograph of a man sleeping in a McDonald's in Fayette County, Georgia, has gone viral - but perhaps not for the intended reason.""]",['A man who posted a picture of himself wearing a red t-shirt with a red bow on it has been criticised for his actions.'],0.2857142857142857,0.0425531914893617,0.24489795918367346,0.24489795918367346,16.561961653822127
28,"['Taxes must increase or services be cut to compensate for the loss of fuel tax income thanks to the advent of electric cars, the Treasury has admitted.']","['The government has admitted that tackling climate change is a ""total drag"" on the economy.']",0.19047619047619047,0.05,0.14285714285714285,0.14285714285714285,20.44156934295705
29,['Performances at the Latitude Festival were suspended for about an hour after lightning and heavy rain caused the power to be turned off.'],['Futureheads have resumed their set on the BBC Sound Stage after lightning struck.'],0.16666666666666669,0.05882352941176471,0.16666666666666669,0.16666666666666669,24.939986076640068
30,['Celebrations have been held to mark the 200th anniversary of the opening of the Monmouthshire and Brecon Canals.'],"['Celebrating the 100th anniversary of the opening of the Monmouthshire, Brecon and Abergavenny Canal, celebrations were held at the site.']",0.631578947368421,0.33333333333333337,0.4736842105263158,0.4736842105263158,66.66741894782314
31,['Wind power firms warn they may take the government to court if they get caught in a political row over subsidies.'],['The wind industry is calling for the government to cut subsidies to onshore wind.'],0.2857142857142857,0.12121212121212123,0.2857142857142857,0.2857142857142857,32.05986015522788
32,['A council has said it may temporarily remove a statue of Robert Baden-Powell from public view after critics accused the Scout movement founder of racism.'],"['A former British army officer has accused Lord Baden-Powell of being a ""sexual homosexual"" and ""sentimental"" during the First World War.']",0.33333333333333337,0.043478260869565216,0.20833333333333331,0.20833333333333331,26.490717509528306
33,"['Almost three-quarters of universities in England are planning to charge the maximum £9,000 tuition fee for some or all of their courses, according to Office for Fair Access (Offa) figures.']","['Higher fee income for universities and colleges in England is to rise by about £2.5bn, according to the Office for National Statistics.']",0.4,0.11320754716981131,0.2909090909090909,0.2909090909090909,33.70297058494663
34,"['An MSP has voiced her ""deep sadness"" over the killing of the founder of the first Buddhist monastery in the UK.']","['Three men have been stabbed to death in China after a dispute over money, police have said.']",0.10526315789473684,0.0,0.05263157894736842,0.05263157894736842,17.35981364995942
35,['Google has gained hundreds of patents from IBM as it continues its intellectual property spending spree.'],"['Google has acquired more than 1,000 patents in a move that could signal a shift in its patent strategy.']",0.22222222222222224,0.058823529411764705,0.22222222222222224,0.22222222222222224,27.38549446269779
36,['Lunchtime can be the highlight of any working day - until you open the fridge door to find your lunch has vanished.'],['A worker at a Los Angeles office has been accused of stealing fried rice from her colleagues.'],0.10526315789473684,0.0,0.05263157894736842,0.05263157894736842,16.08495772260104
37,"['Some house sales are falling through because of delays to property searches during the Covid-19 pandemic, a solicitor has warned.']","['A property conveyancer has warned that a ""significant"" backlog of searches is being caused by the lockdown in Wales.']",0.35,0.052631578947368425,0.15,0.15,30.604848586323673
38,"['A cocaine-user stabbed his grandmother 30 times after building up a £35,000 gambling debt, a court was told.']",['A man accused of murdering his grandmother has admitted he had no memory of the events of the 28th February.'],0.15,0.05263157894736842,0.15,0.15,25.391201610846142
39,"[""Bullfighting fans in Catalonia have seen the last fights before a ban on the age-old tradition comes into effect in Spain's north-eastern region.""]",['Catalonia has voted to ban bullfighting in the Spanish city of Barcelona.'],0.2631578947368421,0.0,0.15789473684210525,0.15789473684210525,25.019161304173394
40,"[""A major campaign's been launched to help stop small music venues closing.""]",['A small music venue in Oxford is at risk of being shut down because of its lack of funding.'],0.18749999999999997,0.06666666666666667,0.18749999999999997,0.18749999999999997,32.20649273311509
41,['A scheme has been set up which aims to bring uninhabitable properties back into use in Cornwall.'],"['Empty properties in Cornwall could be offered up to £20,000 by a scheme to help those living in them.']",0.37837837837837834,0.11428571428571428,0.2162162162162162,0.2162162162162162,33.109038626650786
42,"[""The crisis in Ukraine has refocused minds at the North Atlantic Treaty Organization (Nato) on the threat posed by Russia and the need to improve the alliance's collective defence capability.""]","['In the first test of a new military strategy to respond to crises in Europe, the US military alliance is using drones to gather intelligence.']",0.17857142857142855,0.0,0.17857142857142855,0.17857142857142855,21.68212305066592
43,"[""Royal Bank of Scotland (RBS) has sold Coutts International, the overseas arm of the private bank, to Switzerland's Union Bancaire Privee (UBP).""]",['US private bank RBS has agreed to sell its UK arm to private bank Coutts International.'],0.46153846153846156,0.16216216216216214,0.30769230769230765,0.30769230769230765,31.90470346620206
44,['The Bloodhound vehicle has become the third fastest British car of all time - unofficially.'],['The Wing Commander of British racing team Bloodhound has broken the world land speed record for the first time.'],0.4242424242424242,0.0,0.30303030303030304,0.30303030303030304,32.51991586142897
45,"[""Ten years ago, two deadly bombs ripped through two nightclubs on the Indonesian island of Bali and killed 202 people - mostly foreigners on holiday. The attacks changed the image of Indonesia as a safe place to visit and dealt a deadly blow to Bali's booming tourist trade.""]",['The Balinese widow who lost her husband in the 2002 Bali blasts says she can never forgive the terrorists responsible for the attacks.'],0.14084507042253522,0.02898550724637681,0.11267605633802817,0.11267605633802817,17.13068164579699
46,"['In 2015, an unassuming-looking Bill Gates came on stage at the TED conference in Vancouver to issue a dire warning.']",['Bill Gates has been the face of the Covid-19 pandemic for more than a decade.'],0.2162162162162162,0.05714285714285715,0.2162162162162162,0.2162162162162162,17.915904721456418
47,['Prince Harry and Meghan have moved into their new home in Windsor ahead of the birth of their first child.'],['Prince Harry and Meghan Markle are to move into their new official residence in Windsor Castle.'],0.5,0.35294117647058826,0.5,0.5,49.23227969709187
48,['A US soldier captured by the Taliban for five years has pleaded guilty at a military court in North Carolina to desertion and misbehaviour before the enemy.'],['US serviceman Bowe Bergdahl has been released from the US military custody at Guantanamo Bay after being held for more than five years.'],0.31999999999999995,0.04166666666666667,0.19999999999999998,0.19999999999999998,29.351633121649545
49,['A dental student accused of plotting to commit an act of terrorism in the UK told police he bought 500 ball bearings and a catapult to use for hunting.'],['A man who bought ball bearings used to make improvised explosive devices has pleaded guilty to possessing terrorism-related documents.'],0.2857142857142857,0.0425531914893617,0.20408163265306123,0.20408163265306123,29.38668251619907
50,['An attempted car bomb attack in Belfast city centre has been widely condemned.'],"['""We need to stop these people who want to destroy our community and our economy,"" Belfast Mayor Martin McGuinness has warned.']",0.11764705882352941,0.0,0.11764705882352941,0.11764705882352941,24.43391097625454
51,['A new £25m sports complex with an Olympic-sized swimming pool has been floated by council bosses as the solution to ageing leisure facilities in Winchester.'],['A £3m new leisure complex in Winchester is to be built.'],0.37837837837837834,0.05714285714285714,0.27027027027027023,0.27027027027027023,20.084345014006537
52,['Russian opposition leader Alexei Navalny has been sentenced to 15 days in prison for handing out leaflets to publicise a forthcoming demonstration.'],['Russian opposition leader Alexei Navalny has called for a nationwide anti-corruption rally in response to a court ruling that he has been jailed.'],0.4782608695652174,0.2727272727272727,0.3913043478260869,0.3913043478260869,46.67387264893534
53,"['A bridge, which was saved from demolition as part of a campaign when the M5 motorway was built, could soon have water flowing underneath it again.']",['A £15m plan to restore a canal bridge that stood alone in the middle of a field has been launched.'],0.2173913043478261,0.04545454545454545,0.17391304347826086,0.17391304347826086,18.758634152104676
54,['A chronology of key events:'],['Iceland is proclaimed a republic on June 17th.'],0.15384615384615385,0.0,0.15384615384615385,0.15384615384615385,9.592552900880454
55,['The president of Sri Lanka has said foreign judges and prosecutors should not be involved in an investigation into allegations of war crimes.'],['The Sri Lankan government has called for an independent investigation into alleged war crimes by the army and the Tamil Tiger rebels.'],0.4,0.09302325581395349,0.3555555555555555,0.3555555555555555,40.26666061797106
56,"['Girls start to see themselves as less innately talented than boys do when they are only six years old, a group of US researchers has said.']","['A study has found that girls and boys are more likely than boys to identify as ""really, really smart"".']",0.35555555555555557,0.046511627906976744,0.13333333333333333,0.13333333333333333,22.732158710196558
57,['The UK government says it has started negotiations with a Japanese firm over a new nuclear power station on Anglesey.'],"['A £12bn nuclear power project in Wales could be financed by the private sector, the energy secretary has said.']",0.25641025641025644,0.05405405405405406,0.15384615384615385,0.15384615384615385,25.440647354714258
58,['Thousands of swimmers are expected to head to Windermere this weekend for the 2011 Great North Swim.'],['The first open water swimming event in the UK has been called off after fears of algae blooms in the water.'],0.10526315789473684,0.0,0.10526315789473684,0.10526315789473684,19.418337377440988
59,"['Weetabix must remove a children\'s game app over concerns it could make youngsters feel ""inferior"" for not eating the cereal.']",['Weetabix has been removed from its website after it was found to have violated advertising regulations.'],0.1081081081081081,0.0,0.1081081081081081,0.1081081081081081,24.182378299816442
60,"['Police have criticised the ""disgusting"" actions of bystanders who filmed an officer who was knocked off his bike instead of helping the rider.']",['A police officer has been injured after he was knocked off his bike by a rider.'],0.41025641025641024,0.21621621621621623,0.41025641025641024,0.41025641025641024,31.1607827927258
61,['A review is examining if weight loss surgery should be offered to greater numbers of obese people in Wales.'],['A review of how the NHS should treat people with a body mass index (BMI) is being carried out.'],0.3157894736842105,0.05555555555555555,0.21052631578947367,0.21052631578947367,25.418764852868943
62,['Olympic champion Jessica Ennis-Hill has been made a dame in the New Year Honours list.'],['The mayor of Doncaster has been named as an MBE by the British Empire.'],0.19999999999999998,0.07142857142857144,0.19999999999999998,0.19999999999999998,19.575162863068808
63,"[""Five Indian students facing charges of sedition after organising a protest at Delhi's prestigious Jawaharlal Nehru University (JNU), have resurfaced.""]","['Five students have returned to a Delhi university after being arrested on sedition charges, police said.']",0.4864864864864864,0.0,0.27027027027027023,0.27027027027027023,34.50562010717257
64,"['Tourists could face a ""shock"" this summer when they travel abroad according to foreign currency experts.']","['The pound has fallen to its lowest level against the dollar since the summer of 2015, according to the Post Office.']",0.16216216216216214,0.05714285714285715,0.16216216216216214,0.16216216216216214,27.713514103047682
65,"[""Anaesthetic gas may have been used against Jenson Button and his wife Jessica during a burglary in France, the Formula 1 driver's spokesman says.""]",['French police have said they have found no evidence of a sleeping gas burglary involving Formula 1 driver Jenson Button.'],0.39999999999999997,0.13953488372093023,0.2666666666666666,0.2666666666666666,36.59842479014106
66,"[""A Moscow court has rejected a female flight attendant's sex discrimination claim against the Russian national carrier Aeroflot.""]",['Russian airline Aeroflot has rejected a complaint from a flight attendant that it discriminates against women.'],0.5142857142857142,0.1818181818181818,0.34285714285714286,0.34285714285714286,50.747799486196065
67,['The parents of a Buckingham girl who was killed by a cyclist will be in the House of Commons later as their fight to change the law continues.'],['A father and daughter have called for tougher penalties for cyclists who cause death after a schoolgirl was hit by a cyclist.'],0.23999999999999996,0.08333333333333333,0.23999999999999996,0.23999999999999996,27.135549028615625
68,['Members of the Fire Brigades Union in England and Wales have held a further strike on Christmas Eve in a dispute over pensions.'],['Firefighters in England and Wales have voted to go on a strike over pension arrangements.'],0.47368421052631576,0.2222222222222222,0.4210526315789474,0.4210526315789474,41.54257708901032
69,"[""An Irish policeman who claims some colleagues routinely cancelled motorists' penalty points is to give evidence to politicians.""]",['A Garda whistleblower has withdrawn his challenge to a hearing on corruption at the Public Accounts Committee.'],0.05714285714285714,0.0,0.05714285714285714,0.05714285714285714,16.440485426198983
70,"['Scores of councils in England say they cannot guarantee primaries will reopen on 1 June, throwing government plans to get pupils back to school into chaos.']","[""Schools in England will reopen in June if the government's Covid-19 advice is given, according to a survey.""]",0.3043478260869565,0.0909090909090909,0.3043478260869565,0.3043478260869565,30.180747815239517
71,"['The first Large Blue butterflies at a Somerset nature reserve have begun emerging a month later than normal, the National Trust has said.']","['Large Blue caterpillars have laid more than 50,000 eggs at a Somerset site.']",0.3783783783783784,0.1714285714285714,0.27027027027027023,0.27027027027027023,25.721486461066544
72,['Dig out your cork wedges and designer sunglasses because Love Island is heading back to our screens.'],['The villa of Love Island is getting a makeover for the new season of the ITV show.'],0.17647058823529413,0.125,0.17647058823529413,0.17647058823529413,22.557050148175087
73,"['The creator of a ""Swindon Town"" dress worn to the Baftas by Daisy May Cooper screamed when she saw it on the red carpet.']",['Daisy May Cooper has won best actress for her role in the TV mockumentary This Country.'],0.2,0.10526315789473685,0.2,0.2,27.39045105315268
74,"['The rules on visiting residents in care homes are to be relaxed, the Scottish government has announced.']",['Visitors to care homes in Scotland will be allowed to resume visiting after a stricter lockdown.'],0.3636363636363636,0.06451612903225808,0.1818181818181818,0.1818181818181818,28.385165933739074
75,"['New technology is to be used to block mobile phones that have been smuggled into prison, even if the authorities are unable to find the device.']",['A new technology to prevent the illegal use of mobile phones in Scottish prisons has been approved.'],0.3255813953488372,0.09756097560975609,0.2790697674418605,0.2790697674418605,33.19803256619813
76,['A man has died after being found with serious injuries at a house in Birmingham.'],['Two men have been arrested on suspicion of murder after a man was stabbed to death at a house in Lozells.'],0.3888888888888889,0.23529411764705882,0.3333333333333333,0.3333333333333333,27.93853462385712
77,"[""HSBC's share price has fallen to its lowest level since 1995 amid allegations of money laundering.""]",['Shares in HSBC fell sharply in Hong Kong on Monday following revelations that the bank allowed criminals to move dirty money around the world.'],0.14634146341463414,0.0,0.14634146341463414,0.14634146341463414,27.615591302730536
78,"['From gender-neutral bots to period-friendly healthcare trackers, cars with more storage and clothes with bigger pockets - the world could be a very different place if there were more women working in tech.']","[""Women in tech are at the heart of the annual International Women's Day, an annual celebration of women in technology.""]",0.14545454545454542,0.03773584905660378,0.10909090909090909,0.10909090909090909,14.938466770869066
79,"['People who tried to escape from East Germany during the Cold War could be shot, jailed and tortured. But the government was so short of money that some ended up being secretly sold - to West Germany, the country most of them had been trying to reach in the first place.']","['In 1961 the Berlin Wall was being built, and the Soviet Union was trying to close the border between East Berlin and West Berlin.']",0.29729729729729726,0.02777777777777778,0.1891891891891892,0.1891891891891892,15.683122054482885
80,"['Fifteen rising music artists have been named on the longlist for the BBC Sound of 2014 , which showcases some of the brightest new acts for the year ahead.']",['The Sound of 2014 has been compiled by BBC Radio 1.'],0.30769230769230765,0.10810810810810811,0.2051282051282051,0.2051282051282051,14.150633235143829
81,"[""The US has said its decision to refuse an extradition request for Harry Dunn's alleged killer was final.""]","['The UK has refused to extradite Harry Dunn, the father of a teenage motorcyclist killed in a crash.']",0.27027027027027023,0.05714285714285714,0.27027027027027023,0.27027027027027023,33.67432363040765
82,['Chief Colombian government peace negotiator Humberto de la Calle has said the leftist Farc rebel group will be held to account for all the acts of violence it has committed.'],"['Colombia\'s military chief has warned of the dangers of rushing into a ""bad peace deal"" with the Farc.']",0.2857142857142857,0.0,0.163265306122449,0.163265306122449,20.34443291378017
83,"['Hurricane Florence, which is nearing the US East Coast, could kill ""a lot of people"", officials warn.']",['Hurricane Florence has been downgraded to a category one storm with winds of 155mph (74km/h) and is expected to make landfall in the US on Friday.'],0.3181818181818182,0.09523809523809525,0.22727272727272727,0.22727272727272727,30.119893724703722
84,"['In our series of letters from African journalist, Yousra Elbagir looks at how Sudanese youth are using social media to express their African identity.']","[""South Sudan's government has announced a new partnership with the Gulf Cooperation Council (GCC) to promote African identity.""]",0.13953488372093023,0.04878048780487805,0.13953488372093023,0.13953488372093023,27.209324452872487
85,"['On a tiny stretch of the fast-flowing Valsan river in Romania lives one of the rarest fish in Europe, and quite possibly the world.']",['The Asprete is one of the most endangered fish species in Romania.'],0.3783783783783784,0.17142857142857143,0.32432432432432434,0.32432432432432434,23.096498945389918
86,['Three families are due in court on Tuesday to challenge the decision to exclude non-religious beliefs from the new religious studies GCSE syllabus.'],"[""Three parents have asked a High Court to overturn the government's plans to allow pupils to study humanism and other religious beliefs in GCSEs.""]",0.32653061224489793,0.0425531914893617,0.2857142857142857,0.2857142857142857,30.097431889568355
87,"['A low bridge in Leicestershire has been dubbed the ""most bashed"" in Britain after being struck 25 times in a year.']","['Railway drivers have been hit by more than 25 times in the year to March, according to a new report.']",0.3414634146341463,0.10256410256410256,0.24390243902439024,0.24390243902439024,23.41963544949955
88,"[""Obesity should be defined by a person's health - not just their weight, says a new Canadian clinical guideline.""]",['A new guideline on how to treat people living with obesity has been released.'],0.24242424242424243,0.06451612903225808,0.18181818181818182,0.18181818181818182,22.27329833068751
89,['Boots has been accused of refusing to cut the cost of one of its morning-after pills for fear of criticism from campaigners.'],['The price of an emergency contraception pill has been raised by a pharmacist in England.'],0.2105263157894737,0.05555555555555555,0.10526315789473685,0.10526315789473685,18.845729108138816
90,"[""Few Germans had expected to enjoy all the trappings of a traditional Christmas this year but new countrywide restrictions, which come into force on Wednesday, will limit festivities to the smallest of family gatherings. No carolling, no parties and even Germany's much loved glühwein stalls will close, as drinking outdoors is banned.""]","[""Germany's government has announced that it will impose a nationwide lockdown on public and private life in the run-up to Christmas.""]",0.23376623376623373,0.02666666666666667,0.07792207792207792,0.07792207792207792,17.238357685634842
91,"[""South Korea's president has promised the wreckage of the Sewol ferry will be raised at the earliest opportunity. But is it that straightforward?""]",['South Korea is considering the possibility of lifting a ferry that sank in the South Korean Sea in 2014.'],0.372093023255814,0.04878048780487805,0.27906976744186046,0.27906976744186046,24.484803775133994
92,['More than 600 workers at a food factory are being tested for coronavirus after 19 colleagues tested positive.'],['A food company has been excluded from its site following a spike in coronavirus cases.'],0.1818181818181818,0.06451612903225808,0.1818181818181818,0.1818181818181818,24.57002472444439
93,['A historian has suggested artefacts found in the Highlands and Islands and held in museums outside the area could be returned via community purchases.'],"['The British Museum should be given more powers to store and display items of Scottish heritage, a historian has said.']",0.2727272727272727,0.09523809523809525,0.13636363636363635,0.13636363636363635,26.12632716848131
94,['The makers of hit American TV series Glee are to release a mini-album of Madonna cover songs.'],['Glee has announced the release of its third album.'],0.3703703703703704,0.0,0.2222222222222222,0.2222222222222222,19.594236841863562
95,"[""A set of hand puppets given to siblings by the creator of a famous children's television show are expected to fetch thousands of pounds at auction.""]",['A pair of children have been given a rare set of Sooty puppets at an auction.'],0.4651162790697674,0.04878048780487805,0.3255813953488372,0.3255813953488372,25.64616498182345
96,['Patients from West Cumbria requiring high-risk surgery will have to travel to Carlisle as a result of changes announced by the local NHS trust.'],['High-risk surgery in North Cumbria is to be moved from Carlisle to Whitehaven for out-of-hours operations.'],0.40909090909090906,0.09523809523809525,0.2727272727272727,0.2727272727272727,31.803858816581542
97,['Pupils living near a legal red light district have been propositioned for sex and their head teacher said he feared one of them could be abducted.'],['A teenage girl has described being approached by a man asking if she was a prostitute while walking home from school.'],0.0425531914893617,0.0,0.0425531914893617,0.0425531914893617,17.990067197519473
98,"[""Doctor Who, Call the Midwife and Mrs Brown's Boys are among the shows that will be in this year's Christmas TV schedule, the BBC has revealed.""]",['The BBC has revealed its Christmas TV line-up for this year.'],0.4,0.2631578947368421,0.2,0.2,30.207959935667084
99,"[""The widespread coverage and high drama of the Fifa Women's World Cup has sparked football fever across the UK, with a record-breaking 6.9 million people watching England's most recent clash. There were still far more people watching men's World Cup matches, with 26.5 million viewers tuning in to see England knocked out last year. But there are some ways women's football is hitting the back of the net - while the male strand of the sometimes-beautiful game bounces disappointingly off the crossbar.""]","[""The women's World Cup has been as expensive as the men's and men's.""]",0.20952380952380953,0.09708737864077668,0.19047619047619047,0.19047619047619047,8.687475859227765
